split,speakerID,filename,text,local_path,duration_sec,sample_rate,channels,peak,rms,qc_status
test,spk_15_0218,15_0295.wav,"Thứ ba, chúng tôi cũng đang nghiên cứu sẽ báo cáo của thành phố là nghiên cứu xây dựng một số khu gọi là trung tâm outlet tại quận ngô quyền với mục tiêu thu hút một số doanh nghiệp và kích thích các doanh nghiệp nhỏ tham gia và phát triển.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0218\15_0295.wav,12.917006802721088,44100,2,0.573883056640625,0.06289901618184335,pass
test,spk_15_0218,15_0296.wav,"Ngoài ra thì cũng phát hiện thêm một số mô hình như kinh tế đêm, các khu phố đi bộ để phát triển và tập trung trong khu đô thị sinh thái và khu đô thị tuần hoàn. Từ nay đến cuối năm hai không hai lăm chúng tôi phải phấn đấu hoàn thành chỉ tiêu thu thuế ngoại quốc doanh và đạt một nghìn hai trăm tám tám tỷ. Hiện nay đến năm hai không hai hai chúng tôi mới đạt được khoảng năm mươi hai phần trăm sáu trăm sáu hai tỷ.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0218\15_0296.wav,26.680997732426302,44100,2,1.0,0.07222545963866833,"flag:duration_preference_outside_4_15s,possible_clipping"
test,spk_15_0218,15_0297.wav,"Rồi chỉ tiêu theo số doanh nghiệp hoạt động trên địa bàn Từ nay đến năm hai không hai lăm chúng tôi sẽ phải đạt năm nghìn hai trăm doanh nghiệp. Mà hiện nay đến hết năm hai không hai hai thì số doanh nghiệp đang hoạt động trên địa bàn của tôi là ba nghìn bốn trăm năm mươi doanh nghiệp. Để mà đạt được cái tốc độ đến cuối năm hai không hai lăm mà đạt được chỉ tiêu như trên, đòi hỏi là tăng tốc độ gần như là phải gấp đôi so với gia đoạn từ hai mươi đến hai hai.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0218\15_0297.wav,24.219002267573696,44100,2,0.9349365234375,0.06382246040762561,pass:duration_preference_outside_4_15s
test,spk_15_0219,15_0298.wav,Chúng tôi cũng sẽ rà soát lại toàn bộ các hệ thống chỉ tiêu mà huyện cũng đã xác định từ đầu nhiệm kỳ đặc biệt là kế hoạch phát triển kinh tế xã hội năm năm hai nghìn hai mốt hai lăm mà thành phố đã giao cho huyện thì chúng tôi sẽ tập trung cái thứ nhất là thu ngân sách đây là một trong những cái khâu quan trọng bởi vì nếu có thu được ngân sách thì đảm bảo được cân đối cũng như đầu tư trở lại thì huyện mới có điều kiện để phát triển,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0219\15_0298.wav,23.79798185941043,44100,2,0.547607421875,0.05213678592358308,pass:duration_preference_outside_4_15s
test,spk_15_0219,15_0299.wav,"Cái thứ hai nữa là tập trung đẩy nhanh tiến độ giải phóng mặt bằng các dự án lớn của thành phố. Đặc biệt là các tuyến đường trọng điểm mà thành phố đã quan tâm đầu tư cho huyện. Thế rồi các khu cụm công nghiệp, các khu đô thị sẽ triển khai trong thời gian tới của địa bàn huyện. Cái thứ ba nữa là tập trung về chỉ đạo sản xuất nông nghiệp Thì cái này huyện ủy cũng đã ban hành cái nghị quyết không tám về các cái mô hình tích tụ ruộng đất",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0219\15_0299.wav,24.616009070294783,44100,2,0.64044189453125,0.053761584071865355,pass:duration_preference_outside_4_15s
test,spk_15_0219,15_0300.wav,"Cái này để nhằm mục đích một là khai thác tối đa các cái quỹ đất không bỏ hoang, đồng thời với đó là quản lý chặt chẽ các quỹ đất để không để phát sinh các sai phạm tiêu cực trong việc sử dụng đất như thời gian vừa qua.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0219\15_0300.wav,14.130997732426303,44100,2,0.75628662109375,0.0620748075072382,pass
test,spk_15_0220,15_0301.wav,"Ban chấp hành đảng Bộ huyện bám sát mục tiêu nghị quyết đại hội đảng Bộ thành phố, nghị quyết đại hội đảng Bộ huyện đề ra và bám sát với tình hình thực tế, nhiệm vụ về chuyển đổi đơn vị hành chính quận và cũng đã thống nhất đánh giá, điều chỉnh, bổ khuyết một số chỉ tiêu. Trong đó đã huy động và sử dụng có hiệu quả mọi nguồn lực",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0220\15_0301.wav,23.672993197278913,44100,2,0.643035888671875,0.090425911653591,pass:duration_preference_outside_4_15s
test,spk_15_0220,15_0302.wav,tập trung trong đó phát triển kinh tế là trọng điểm và phát triển nông nghiệp sinh thái công nghiệp thương mại dịch vụ. Quyết tâm để xây dựng và phát triển huyện theo hướng đô thị văn minh hiện đại để huyện sớm trở thành đơn vị hành chính quận trước năm hai nghìn không trăm hai lăm.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0220\15_0302.wav,16.95201814058957,44100,2,0.7735595703125,0.07774607735636409,pass:duration_preference_outside_4_15s
test,spk_15_0222,15_0304.wav,"Địa phương cũng đã thấy rõ được cái chuyển biến về cái bộ mặt đô thị Các cái tuyến đường, tuyến ngõ thì cũng đã được bà con giữ gìn sạch đẹp, phong quang hơn Thế rồi các cái quảng cáo rao vặt trái phép trên bờ tường, gốc cây, cột điện Thì cũng đã được bà con nhân dân cùng cán bộ công chức xóa phá thường xuyên. Thế là tạo được cái hình ảnh đẹp tại các cái đầu ngõ",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0222\15_0304.wav,20.723990929705217,44100,2,0.630889892578125,0.04975741845365855,pass:duration_preference_outside_4_15s
test,spk_15_0222,15_0305.wav,"Mặt trận tổ quốc các đoàn thể các phường đã phối hợp với ủy ban nhân dân Cùng với các cái tổ dân phố để có mô hình cụ thể để tạo được cái chỉnh trang đô thị như là vẽ tranh tường, thế rồi làm các cái pano áp phích tuyên truyền tại các đầu ngõ.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\test\spk_15_0222\15_0305.wav,15.115986394557822,44100,2,0.77337646484375,0.06352742065071312,pass:duration_preference_outside_4_15s
train,spk_15_0004,15_0004.wav,"câu lạc bộ dịch vụ điện. để Thông qua đó, các đơn vị thành viên cùng chí hướng, cùng ngành nghề, cùng lĩnh vực dịch vụ. có thể cùng sinh hoạt, tạo ra một cái sân chơi, trao đổi kinh nghiệm, giao lưu, xúc tiến thương mại, cũng như tổng hợp ý kiến, đề xuất kiến nghị về cấp có thẩm quyền liên quan tới lĩnh vực của mình.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0004\15_0004.wav,16.948,32000,2,0.73394775390625,0.09350558049332187,pass:duration_preference_outside_4_15s
train,spk_15_0004,15_0005.wav,"Thời gian tới, Liên minh sẽ hỗ trợ các đơn vị thành lập một số các câu lạc bộ hoạt động sinh hoạt theo nhóm lĩnh vực ngành nghề chuyên biệt. Tôi lấy ví dụ như là nhóm câu lạc bộ ngành nghề vệ sinh môi trường, câu lạc bộ sản phẩm ocop",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0004\15_0005.wav,13.722,32000,2,0.971527099609375,0.08145412013230642,pass
train,spk_15_0008,15_0009.wav,"về mặt cảnh quan, biển đảo rồi nó chứa đựng những giá trị địa chất địa bảo Chúng ta với tư cách là người được thụ hưởng cái di sản đó thì ngoài việc là chúng ta thụ hưởng nhưng chúng ta cũng mỗi người có một cái phần trách nhiệm để mà gìn giữ, bảo tồn, phát triển du địch.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0008\15_0009.wav,23.05,32000,2,0.857269287109375,0.056165880147303164,pass:duration_preference_outside_4_15s
train,spk_15_0008,15_0010.wav,với cái tâm trạng của mình là người Hải Phòng thì tôi cũng rất là phấn khởi Cát Bà nó không chỉ là một cái nơi du lịch thuần túy mà trong đó nó chứa đựng rất nhiều cái giá trị,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0008\15_0010.wav,11.953,32000,2,0.769683837890625,0.052829958245721266,pass
train,spk_15_0009,15_0011.wav,"Muốn được công nhận ấy thì trong quá trình làm hồ sơ thì là hai địa phương có cái sự bàn bạc với nhau rất kỹ Có những lần gặp trực tiếp, có những lần họp trực tuyến, có những lần mà chúng tôi phải họp trực tuyến không những đối với Quảng Ninh mà với Bộ văn hóa rồi Bộ Ngoại giao và đối với đại diện Bộ Ngoại giao",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0009\15_0011.wav,25.407,32000,2,0.572052001953125,0.05322526129200547,pass:duration_preference_outside_4_15s
train,spk_15_0009,15_0012.wav,của Việt Nam tại UNESCO. Cái cam kết của Hải Phòng đối với UNESCO thì cũng ta cũng đề nghị Quảng Ninh là cũng có cái cam kết cùng với ta. Và cái mà cao hơn là trong cái kỳ họp vừa rồi,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0009\15_0012.wav,15.649,32000,2,0.58538818359375,0.056071233218153105,pass:duration_preference_outside_4_15s
train,spk_15_0009,15_0013.wav,thì chính phủ đã có cái công hàm gửi các cái nước thành viên và các cái tổ chức liên quan là hỗ trợ ủng hộ để công nhận cái di sản thiên nhiên thế giới Vịnh Hạ Long quần Đảo Cát Bà,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0009\15_0013.wav,15.761,32000,2,0.5155029296875,0.03989370203244273,pass:duration_preference_outside_4_15s
train,spk_15_0010,15_0014.wav,"Trong suốt ba mươi năm qua, Hải Phòng rất nỗ lực trong việc cải thiện môi trường đầu tư. Theo đó, cái đầu tư của Hải Phòng đã có những cái biến chuyển rất là đáng kể. Riêng trong hơn hai năm trở lại đây,thì đầu tư nước ngoài vào khu công nghiệp khu kinh tế của Hải Phòng đã chiếm tới khoảng gần mười tỷ đô la Mỹ.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0010\15_0014.wav,15.562,32000,2,0.835662841796875,0.060905721750581544,pass:duration_preference_outside_4_15s
train,spk_15_0010,15_0015.wav,"Qua đó, đã thấy rằng Hải Phòng đã có một cái sự bứt phá rất nỗ lực trong việc thu hút đầu tư. Và thu hút đầu tư này đang đi theo hướng tức là có chất lượng và bền vững",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0010\15_0015.wav,17.48,32000,2,0.806549072265625,0.06334462759730193,pass:duration_preference_outside_4_15s
train,spk_15_0014,15_0019.wav,"Quá trình chiến đấu ta đã chủ động đánh địch từ xa khi chúng đang hành quân di chuyển thực hiện đánh địch rộng khắp, kết hợp đánh có trọng điểm. tổ chức (luôn càng) khéo léo kịp thời. Đặc biệt, Ta đã kết hợp chặt chẽ việc tác chiến của bộ đội chủ lực, có sức cơ động chiến đấu cao với bộ đội địa phương, dân quân du kích và nhân dân trong các thôn, các xã, tạo thành thế trận rộng khắp, buộc địch phải phân tán lực lượng, căng kéo đối phó dẫn đến bị chia cắt, tiêu hao, tiêu diệt.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0014\15_0019.wav,26.249002267573697,44100,2,0.999969482421875,0.09150971482770755,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0014,15_0020.wav,"Trận chống Càn, Cờ lốt trong kháng chiến chống thực dân Pháp của quân và dân Tiên Lãng, làm minh chứng nổi bật trong vận dụng linh hoạt các hình thức chiến thuật của nghệ thuật chiến tranh du kích và xây dựng làng xã chiến đấu. Quân và dân ta đã triệt để lợi dụng, cải tạo địa hình địa vật để xây dựng công sự hào lũy, chông mìn, cạm bẫy liên hoàn giữa các thôn, các xã.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0014\15_0020.wav,21.23498866213152,44100,2,0.956390380859375,0.08455151531828724,pass:duration_preference_outside_4_15s
train,spk_15_0016,15_0022.wav,"Đặc biệt,cái chiến thắng trận Càn Cờ Lốt của quân và dân Tiên Lãng đã đập tan kế hoạch Nava và góp phần trực tiếp vào chiến thắng Đông Xuân năm một nghìn chín trăm năm tư và đỉnh cao là chiến thắng lịch sử Điện Biên Phủ mở đầu cho cái sự sụp đổ của chủ nghĩa thực dân cũ trên toàn thế giới.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0016\15_0022.wav,19.333990929705216,44100,2,0.985626220703125,0.06964350369469015,pass:duration_preference_outside_4_15s
train,spk_15_0016,15_0023.wav,"Với hai mươi ba ngày đêm giằng co quyết liệt và một trăm tám mươi hai trận chiến đấu, quân và dân Tiên Lãng đã đập tan trận Càn Cờ Lốt buộc địch phải giúp lực lượng quân cơ động khỏi cái vùng Tiên Lãng. Và vùng Tiên Lãng được Đại tướng Võ nguyên giáp ví như là một con dao nhọn đâm thẳng vào trái tim của kẻ thù.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0016\15_0023.wav,17.40598639455782,44100,2,0.894439697265625,0.07223360215598172,pass:duration_preference_outside_4_15s
train,spk_15_0020,15_0027.wav,Thế thì hiện nay cơ bản thì các hộ dân vừa là hiến đất vừa là như vầy là tháo dỡ hành lang thì đã cơ bản hoàn thành Với đất ở thì cũng hiến như vậy là gần hai trăm mét. Đối với đất nông nghiệp thì hiện vào khoảng tám trăm mét vuông để cho tất cả các cái công trình này sớm được hoàn thành.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0020\15_0027.wav,20.143015873015873,44100,2,0.532379150390625,0.05686047858244097,pass:duration_preference_outside_4_15s
train,spk_15_0020,15_0028.wav,"Trước đây thì đường xá thì đoạn đường nào rộng thì chỉ được có ba mét rưỡi, ba mét ba mét rưỡi Nhưng mà sau khi mà xây dựng cái chương trình này thì như vầy là đường hiện nay đang mở rộng Tổng số như vầy là có ba tuyến đường mở rộng bảy mét rưỡi Còn lại là như vầy một tuyến đường mở rộng năm mét rưỡi Nhìn chung là trong địa bàn thôn của tôi có tổng số là bốn mươi hai hộ dân có đất hành lang đi trên các cái tuyến đường",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0020\15_0028.wav,25.87798185941043,44100,2,0.610198974609375,0.06523816703008418,pass:duration_preference_outside_4_15s
train,spk_15_0029,15_0037.wav,có thêm một Di sản Thế giới Liên Tỉnh đầu tiên chúng ta cũng có cơ hội rất là lớn để quảng bá cái Di sản này trên phạm vi toàn cầu và qua đó quảng bá cái hình ảnh của thành phố Hải Phòng ở các phạm vi toàn cầu.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0029\15_0037.wav,13.128004535147392,44100,2,0.615264892578125,0.055524376811069996,pass
train,spk_15_0029,15_0038.wav,hai ngàn mười sáu thì chính phủ là đồng ý cho (...) tái tạo du lịch cùng ủy ban nhân dân thành phố hải phòng. trình hồ sơ đề cử kết hợp Quần đảo Cát Bà cùng với vịnh Hạ Long trở thành Di sản Thiên Nhiên Thế giới. và Như vậy chúng ta phải mất khoảng bảy năm chờ đợi Quần đảo Cát Bà cùng với vịnh Hạ Long trở thành Di sản thiên nhiên thế giới. Và đấy là một tin rất là vui đối với lại thành phố Hải Phòng nói riêng cả nước Nói chung,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0029\15_0038.wav,23.003990929705214,44100,2,0.7425537109375,0.05746291609378091,pass:duration_preference_outside_4_15s
train,spk_15_0033,15_0042.wav,Xác định rằng cái việc phòng cháy chữa cháy là rất là quan trọng nên chúng tôi cũng đã tổ chức sáu cái tổ liên gia thực tập nội bộ để cách xử lý và cách sử dụng các trang thiết bị phòng cháy chữa cháy.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0033\15_0042.wav,9.296780045351474,44100,2,0.461883544921875,0.06838905507587306,pass
train,spk_15_0033,15_0043.wav,Chúng tôi cũng đã giúp cho Ủy ban nhân dân các phường xây dựng và thực tập phương án chữa cháy tại các cái tổ dân phố và vận động các cái hộ gia đình phấn đấu đến ba mươi mốt tháng mười hai là một trăm phần trăm tất cả các hộ gia đình trên địa bàn quận Hải An sẽ có phương tiện chữa cháy xách tay và đảm bảo một trăm phần trăm các hộ gia đình trên địa bàn quận Hải An đều có ít nhất một người được tuyên truyền huấn luyện về nghiệp vụ về phòng cháy chữa cháy.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0033\15_0043.wav,28.75793650793651,44100,2,0.38177490234375,0.07913907068388806,pass:duration_preference_outside_4_15s
train,spk_15_0035,15_0045.wav,Chúng tôi nghĩ rằng là đây là một cái sự đánh dấu ngoặc rất là đặc biệt bởi vì là cái quá trình mà Việt Nam thuyết phục UNESCO để công nhận cái di sản này là di sản thế giới thì đã diễn ra trong khoảng mười năm cũng rất là dài và rất là bền bỉ cùng với cả các hội ngành trung ương cùng với tỉnh Quảng Ninh với cả thành phố Hải Phòng.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0035\15_0045.wav,26.060997732426305,44100,2,0.657989501953125,0.05829692201604816,pass:duration_preference_outside_4_15s
train,spk_15_0035,15_0046.wav,"cũng như là sự tham gia của các nhà khoa học, của Bộ Ngoại giao, của Bộ văn hóa về thể thao và du lịch và đặc biệt là của người dân Việt Nam và cộng đồng thế giới. thì Khi mà được công nhận là di sản thiên nhiên thế giới thì tôi tin rằng Vịnh Hạ Long và quần đảo cát bà sẽ ngày càng được biết đến nhiều hơn. với các bạn bè thế giới cũng như là người Việt Nam",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0035\15_0046.wav,24.885986394557822,44100,2,0.598602294921875,0.050759684586874014,pass:duration_preference_outside_4_15s
train,spk_15_0035,15_0047.wav,và chúng ta sẽ phát huy được cái giá trị rất là tuyệt vời của cái khu vực này,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0035\15_0047.wav,5.8290022675736965,44100,2,0.2757568359375,0.038255707456965146,pass
train,spk_15_0041,15_0053.wav,"cái vai trò của Đô Mea lớn nhất trong giai đoạn thế kỷ mười bảy là vai trò cảng, bến, lưu trú của Thủy Thủ, trao đổi hàng hóa ở những cái quy mô nhất định. Phố Hiến thì là tuần tra kiểm soát hải quan, ví dụ như thế.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0041\15_0053.wav,16.6,44100,2,0.979827880859375,0.08880242408713167,pass:duration_preference_outside_4_15s
train,spk_15_0041,15_0054.wav,Còn Thăng Long Cải Chợ thì vừa là sản xuất buôn bán hay trao đổi. Và cũng là nơi mà lưu trú của các thương điếm cùng với lại phố Hiến. Thế thì rõ ràng là mỗi một cái vị trí nó có một cái chức năng riêng Nó tạo nên một chỉnh thể phát triển về thương mại và kinh tế hàng hóa rất là sôi động của đằng ngoài thế kỷ mười bảy.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0041\15_0054.wav,17.4,44100,2,0.824371337890625,0.0877796319966567,pass:duration_preference_outside_4_15s
train,spk_15_0042,15_0055.wav,"Bây giờ thì là cánh đồng. Như mà nói là trước đây là một cái vùng đô thị sầm uất. Thế thì tôi cũng không tin. ta bảo Thế thì các bác thử xem có ngờ. Đây này, cái ruộng nhà tôi đây này. Tôi đố các thứ là đào sâu xuống bên dưới được đấy. Đào bên dưới là toàn gạch với đá thôi. Thế mà, các bác chỉ cho chúng tôi là những cái khi người ta làm",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0042\15_0055.wav,20.131995464852608,44100,2,0.769805908203125,0.08498752934208775,pass:duration_preference_outside_4_15s
train,spk_15_0042,15_0056.wav,"làm ruộng ở đấy đấy là người ta phải đào được các sàn gạch các thứ họ chất đống lên các thứ như thế này đấy. rất là lớn như ở cái đầu bên bờ ruộng các thứ như vậy đấy thì chúng tôi nghĩ rằng là đúng là cái dấu tích của một cái nơi cư trú của một cái bến thuyền của một cái nơi trao đổi hàng hóa các thứ khác như vậy ông giáo sư của đại học Lê Đơn ấy dùng cái giống như cái khoan chọc xuống dưới này này để ông coi như là ông xén đất này, ông lên lên ấy và ông phân tích cái",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0042\15_0056.wav,28.338979591836736,44100,2,0.817840576171875,0.08346223144524466,pass:duration_preference_outside_4_15s
train,spk_15_0042,15_0057.wav,cái gọi là cái tầng văn hóa ở trong đó ấy thì ông nói là phải nói là cái chỗ này đấy là gì gốm sứ đấy gạch đấy dày đặc thế này đấy thì phải nói là Chắc chắn là khai quật những cái vùng này lên thì chắc chắn là sẽ tìm được cái kiến trúc,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0042\15_0057.wav,14.659002267573696,44100,2,0.813720703125,0.07391977323561055,pass
train,spk_15_0047,15_0062.wav,Sáng ngày hôm nay thì chúng tôi công khai niêm yết phương án bồi thường đối với ba mươi hộ dân Theo quy định chúng ta có hai mươi ngày công khai niêm yết thế thì Trong hai mươi ngày đấy thì cũng không nhất thiết phải chờ những hộ nào hết hai mươi ngày Mà trong hai mươi ngày thì có những hộ nào mà người ta đồng thuận,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0047\15_0062.wav,17.20299319727891,44100,2,0.4798583984375,0.06807808905760994,pass:duration_preference_outside_4_15s
train,spk_15_0047,15_0063.wav,"sớm trước hai mươi ngày thì chỉ đạo của quận ngô quyền yêu cầu phòng ban đơn vị tách phương án ra để chúng ta tập trung trình duyệt phương án của những hộ đồng thuận Còn những hộ chưa đồng thuận thì sau hai mươi ngày thì chúng tôi sẽ tổ chức để trả lời đối thoại các tổ chức đơn vị này, sau đó tiếp tục hoàn thiện phương án và chỉnh thẩm định.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0047\15_0063.wav,17.683990929705214,44100,2,0.521728515625,0.06114822405191435,pass:duration_preference_outside_4_15s
train,spk_15_0047,15_0064.wav,"ủy ban quận ngô quyền đã ban hành quyết định thành lập một tổ công tác. tám giờ sáng ngày hôm nay thì cái tổ công tác đã tiến hành xuống hiện trường. Trực tiếp đi liên hệ, kết nối để tìm các cái vị trí kho mới để hỗ trợ các cái doanh nghiệp, giới thiệu cho các doanh nghiệp.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0047\15_0064.wav,14.883990929705215,44100,2,0.510589599609375,0.06387375395379709,pass
