split,speakerID,filename,text,gender,local_path,duration_sec,sample_rate,channels,peak,rms,qc_status,qc_note
train,spk_37_0099,37_0134.wav,Khối thì coi như là phổ biến rất rõ ràng. Thường xuyên là phổ biến là từ sáu giờ trở lên là cho đến mười giờ. Là thời gian là đưa rác ra để cho nhân viên môi trường đi thu gom rác..,0,data/dataset_nghean/train/spk_37_0099/37_0134.wav,14.078,48000,2,0.3623504638671875,0.04671721160411835,pass,
train,spk_37_0100,37_0136.wav,Thời gian họ đi lấy quá sớm. Tất nhiên có thể một khối họ đi hai ba lần Nhưng hai ba lần trong khung giờ là khoảng từ bốn rưỡi chiều cho đến khoảng bảy rưỡi tám giờ tối là gọi như là hầu như là hết.,1,data/dataset_nghean/train/spk_37_0100/37_0136.wav,13.519,48000,2,0.488800048828125,0.05215330794453621,pass,
train,spk_37_0110,37_0153.wav,Như các đồng chí đã biết thì hiện nay lưu lượng phương tiện di chuyển trên đường rất là đông Lượng người đổ về thành phố Vinh mua sắm để phục vụ công tác Tết rất là nhiều.,1,data/dataset_nghean/train/spk_37_0110/37_0153.wav,11.098,48000,2,0.38922119140625,0.04525510221719742,pass,
train,spk_37_0116,37_0161.wav,Thực hiện theo kế hoạch của tỉnh thì tại quảng trường Hồ Chí Minh năm nay có hai chương trình lớn Đấy là chương trình Chào Năm Mới hai không hai ba và chương trình Đêm Hội Giao Thừa.,0,data/dataset_nghean/train/spk_37_0116/37_0161.wav,9.254,48000,2,0.31500244140625,0.044910676777362823,pass,
train,spk_37_0125,37_0171.wav,"Hiện nay thì chủ đầu tư đang hoàn thiện các hồ sơ theo các quy định mới để bàn giao cho chính quyền. Tuy nhiên, nó cũng có những khó khăn vướng mắc. Theo các quy định trước đây, nó chưa quy định rõ ràng về các cái vấn đề nghiệm thu bàn giao cho chính quyền..",1,data/dataset_nghean/train/spk_37_0125/37_0171.wav,14.988,48000,2,0.368743896484375,0.07000682502985,pass,
train,spk_37_0138,37_0188.wav,Nghi Đức thì được tỉnh công nhận nông thôn mới năm hai nghìn mười sáu nhưng mà để đạt được tiêu chí theo định hướng lên phường thì xã cũng phải phấn đấu rất nhiều các cái tiêu chí..,1,data/dataset_nghean/train/spk_37_0138/37_0188.wav,11.868,48000,2,0.408477783203125,0.02588949166238308,pass,
train,spk_37_0154,37_0207.wav,đã xây dựng cái lộ trình lập các cái quy hoạch khu đô thị mới ở các vùng ven đô được kết nối bởi các cái trung tâm huyện với bởi các tuyến đường giao thông huyết mạch lớn..,1,data/dataset_nghean/train/spk_37_0154/37_0207.wav,10.271,48000,2,0.368865966796875,0.03578422591090202,pass,
train,spk_37_0161,37_0216.wav,Toàn bộ cái hệ thống tiêu thoát nước trên địa bàn Thành phố trong thời gian qua là phải nói là còn rất nhiều bất cập. Như là do các cái công trình cũ..,1,data/dataset_nghean/train/spk_37_0161/37_0216.wav,14.78,48000,2,0.385589599609375,0.03636731952428818,pass,
train,spk_37_0162,37_0218.wav,"trồng các cái cây thủy trúc, sen, súng và một số loài cây thủy sinh khác trong giai đoạn thí điểm để góp phần, thứ nhất là tạo cảnh quan môi trường, thứ hai là giảm thiểu một số tác động trong ô nhiễm môi trường trong khu vực hào thành cổ Vinh..",1,data/dataset_nghean/train/spk_37_0162/37_0218.wav,14.125,48000,2,0.4830322265625,0.046709079295396805,pass,
train,spk_37_0167,37_0225.wav,Quy định của Trung Ương thì trong cái tiêu chí đánh giá về thu nhập bình quân đầu người Nhưng ở cơ sở thì lại đánh giá là theo là chuẩn đoán giá trị tăng thêm Cho nên nó cũng khó khăn trong cái vấn đề đánh giá của tiêu chí này.,1,data/dataset_nghean/train/spk_37_0167/37_0225.wav,13.12,48000,2,0.366424560546875,0.035985078662633896,pass,
train,spk_37_0175,37_0235.wav,"Các cái khu đô thị này thì theo hướng là đô thị hỗn hợp, gồm là các cái hạ tầng kỹ thuật đồng bộ và các cái công trình hỗn hợp như là nhà ở, gồm biệt thự, sốc hâu và liền kề.",1,data/dataset_nghean/train/spk_37_0175/37_0235.wav,13.84,48000,2,0.4566650390625,0.047757454216480255,pass,
train,spk_37_0178,37_0239.wav,"Chúng tôi thực hiện quy hoạch sử dụng đất, quy hoạch nông thôn mới và các bước để tiến tới quy hoạch xây dựng xã Nam Giang trở thành đô thị loại năm.",1,data/dataset_nghean/train/spk_37_0178/37_0239.wav,11.192,48000,2,0.472137451171875,0.03818778321146965,pass,
train,spk_37_0185,37_0250.wav,Tới đây thì thành phố sẽ đưa thông tin là trong mạng xã hội đối với các hộ dân kinh doanh lấn chiếm. Kể cả là các người dân mà tham gia dịch vụ vỉa hè cũng đưa lên các cái thông tin mạng..,1,data/dataset_nghean/train/spk_37_0185/37_0250.wav,12.937,48000,2,0.3944091796875,0.03821747750043869,pass,
train,spk_37_0187,37_0253.wav,Thứ nhất là trên địa bàn xã Hưng Hòa Chúng Tôi thì có hai cái tuyến đường liên xã Đó là đường Hòa Lộc và đường Hòa Thái hai tuyến đường này thì cho đến thời điểm này thì vẫn chưa được đấu nối cái hệ thống điện chiếu sáng của nhà nước,1,data/dataset_nghean/train/spk_37_0187/37_0253.wav,13.735,48000,2,0.9752349853515625,0.22211450338363647,pass,
train,spk_37_0189,37_0256.wav,"đầu tư cũng chưa đồng bộ quá nhiều năm Cho nên nó dẫn đến cái vấn đề nó bất cập Trong quy hoạch, trong đầu tư, trong chủng loại bóng Cũng như là quá trình vận hành Nó hư hỏng sửa chữa",1,data/dataset_nghean/train/spk_37_0189/37_0256.wav,9.985,48000,2,0.997039794921875,0.24330469965934753,pass,
train,spk_37_0207,37_0277.wav,Để mà từng bước phát huy cái hiệu quả của các chợ trong thời gian tới Thì thành phố đã xây dựng một kế hoạch phát triển thương mại dịch vụ Trong đó có kế hoạch chuyển đổi mô hình quản lý chợ Đến giai đoạn hai không hai mốt hai không hai lăm.,1,data/dataset_nghean/train/spk_37_0207/37_0277.wav,13.08,48000,2,0.50732421875,0.08214770257472992,pass,
valid,spk_37_0210,37_0283.wav,"Hiện nay thì theo luật quy hoạch, tất cả các quy hoạch là tích hợp trong quy hoạch xây dựng vùng huyện..",1,data/dataset_nghean/valid/spk_37_0210/37_0283.wav,5.61,48000,2,0.632354736328125,0.10160838812589645,pass,
valid,spk_37_0226,37_0304.wav,"Trường lớp thì thực ra bây giờ ta có cái nghị quyết mười chín của ban chấp hành trung ương Cho nên đang còn tinh giảm biên chế này, tái cấu trúc này, tinh gọn bộ máy này Nhưng bây giờ mở cái trường mới rất là khó.",1,data/dataset_nghean/valid/spk_37_0226/37_0304.wav,12.106,48000,2,0.957550048828125,0.09693408012390137,pass,
valid,spk_37_0230,37_0309.wav,"Luật ghi rồi, nghị định ghi rồi, thông tư ghi rồi Có nghĩa rằng là luật và các cái văn bản giấy luật là ok cả rồi Đúng không ạ? Thì cứ thế mà làm không phải hỏi Đó nè, cái này thì phải hỏi sở xây dựng Đấy cái này hỏi sở tài chính",1,data/dataset_nghean/valid/spk_37_0230/37_0309.wav,13.727,48000,2,0.9747772216796875,0.11246590316295624,pass,

